meaning_index,sink_index,productive_frac,beautiful_one_frac,aggressor_frac,withdrawn_frac,collapsed_frac,birth_intention,social_trust,post_labor_current,sink_collapsed,scenario,post_labor,virtual_world_quality,run_id
0.36308155489661614,0.805,0.005,0.19,0.0,0.64,0.165,0.23671694116741698,0.44471321004424635,0.8,1,baseline,0.8,0.0,83
0.366444086760594,0.795,0.0,0.205,0.0,0.64,0.155,0.2393375043294473,0.4431927014900161,0.8,1,baseline,0.8,0.0,84
0.36457820716072115,0.8,0.01,0.19,0.0,0.6,0.2,0.237479225641899,0.4442086855304521,0.8,1,baseline,0.8,0.0,85
0.3639956781870806,0.8,0.01,0.19,0.0,0.615,0.185,0.2387997693866108,0.4414355615565352,0.8,1,baseline,0.8,0.0,86
0.36460894216624984,0.795,0.01,0.195,0.0,0.66,0.135,0.2392302390902396,0.4450129140826683,0.8,1,baseline,0.8,0.0,87
0.3644496556460264,0.78,0.005,0.215,0.0,0.63,0.15,0.23840407040436293,0.4442852189658447,0.8,1,baseline,0.8,0.0,88
0.36393496543036236,0.8,0.005,0.195,0.0,0.625,0.175,0.23744246222923424,0.44203116316364377,0.8,1,baseline,0.8,0.0,89
0.3680401603097387,0.785,0.015,0.2,0.005,0.605,0.175,0.24072492854316432,0.4453042618026513,0.8,1,baseline,0.8,0.0,90
0.36561848821725634,0.8,0.0,0.2,0.0,0.66,0.14,0.23882785895622355,0.4431407878611334,0.8,1,baseline,0.8,0.0,91
0.3659663908231325,0.805,0.015,0.18,0.0,0.625,0.18,0.23855673902299876,0.44345558354140424,0.8,1,baseline,0.8,0.0,92
0.3700823598973856,0.795,0.01,0.195,0.0,0.67,0.125,0.24301862956191164,0.4450739082815535,0.8,1,baseline,0.8,0.0,93
0.36721549368171885,0.785,0.0,0.215,0.005,0.66,0.12,0.24148614609881414,0.4439840573926709,0.8,1,baseline,0.8,0.0,94
0.3638733407618187,0.81,0.01,0.18,0.0,0.695,0.115,0.23641907256269853,0.4379664528422047,0.8,1,baseline,0.8,0.0,95
0.3675014115556296,0.8,0.015,0.185,0.0,0.67,0.13,0.24151440184278494,0.44581091695521313,0.8,1,baseline,0.8,0.0,96
0.36379191371108843,0.8,0.0,0.2,0.01,0.635,0.155,0.23761330587069857,0.4417720534798606,0.8,1,baseline,0.8,0.0,97
0.3647676449437104,0.775,0.005,0.22,0.0,0.59,0.185,0.23584571945971347,0.4380126339150243,0.8,1,baseline,0.8,0.0,98
0.36474596718755065,0.8,0.005,0.195,0.0,0.655,0.145,0.238413296833673,0.44476405335729724,0.8,1,baseline,0.8,0.0,99
0.4628862710743982,0.28,0.09,0.63,0.0,0.28,0.0,0.34656109642048116,0.4858885533563931,0.8,0,ubi_only,0.8,0.0,0
0.47212915295557933,0.175,0.12,0.705,0.0,0.175,0.0,0.3564521536568458,0.49948915909906405,0.8,0,ubi_only,0.8,0.0,1
0.4720901811078663,0.15,0.095,0.755,0.0,0.15,0.0,0.352295602296179,0.49081008289270156,0.8,0,ubi_only,0.8,0.0,2
